cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
9.11,20.0,9.59,1.0,9.55,10.0,2,58.0,0,C
9.98,20.0,9.07,0.0,8.23,10.0,6,41.9,4,C
9.81,20.0,9.86,2.0,8.69,10.0,7,31.1,4,C
9.4,20.0,8.03,3.0,8.49,10.0,14,45.1,3,C
9.39,20.0,8.94,1.0,9.11,10.0,1,36.3,3,C
9.96,20.0,8.61,3.0,9.46,10.0,3,51.4,4,C
9.49,20.0,8.48,3.0,9.91,10.0,6,63.4,4,C
9.56,20.0,9.56,0.0,8.48,10.0,15,13.2,4,C
9.14,20.0,9.82,2.0,8.6,10.0,10,92.2,4,C
9.98,20.0,9.56,2.0,9.97,10.0,2,40.4,4,C
9.35,20.0,9.91,4.0,8.02,10.0,15,99.1,4,C
9.0,20.0,8.78,2.0,9.28,10.0,2,79.5,3,C
9.31,20.0,8.07,3.0,8.36,10.0,6,98.9,4,C
9.93,20.0,8.4,1.0,9.93,10.0,13,33.4,4,C
9.39,20.0,9.55,4.0,8.31,10.0,11,35.1,4,C
9.28,20.0,9.38,5.0,9.92,10.0,13,80.6,4,C
9.12,20.0,9.84,5.0,8.1,10.0,9,16.2,3,C
9.38,20.0,9.83,2.0,9.43,10.0,0,17.3,3,C
9.04,20.0,8.24,1.0,8.74,10.0,0,45.9,3,C
9.49,20.0,8.1,2.0,8.48,10.0,2,40.4,3,C
9.03,20.0,8.93,0.0,8.73,10.0,9,75.0,0,C
9.66,20.0,8.86,0.0,9.18,10.0,0,24.9,3,C
9.91,20.0,8.09,3.0,9.93,10.0,7,82.1,4,C
9.26,20.0,9.3,1.0,9.94,10.0,0,80.3,4,C
9.14,20.0,8.58,4.0,8.83,10.0,7,90.4,4,C
9.81,20.0,8.28,3.0,8.21,10.0,2,34.6,3,C
9.62,20.0,9.27,0.0,8.49,10.0,7,32.0,4,C
9.32,20.0,9.54,2.0,8.12,10.0,5,22.8,0,C
9.15,20.0,9.65,0.0,8.07,10.0,10,10.1,3,C
9.43,20.0,8.87,4.0,9.09,10.0,13,74.9,4,C
9.96,20.0,8.11,2.0,9.75,10.0,1,54.0,4,C
9.72,20.0,8.83,5.0,9.72,10.0,7,46.4,4,C
9.17,20.0,9.05,0.0,8.9,10.0,4,83.6,4,C
9.56,20.0,9.51,2.0,9.61,10.0,8,53.7,4,C
9.85,20.0,8.35,2.0,9.63,10.0,11,72.2,4,C
9.38,20.0,9.81,0.0,8.75,10.0,9,12.5,0,C
9.42,20.0,8.72,5.0,9.58,10.0,12,37.2,4,C
9.55,20.0,9.04,1.0,9.27,10.0,6,53.1,4,C
9.32,20.0,9.2,3.0,8.33,10.0,6,61.1,4,C
9.06,20.0,8.5,3.0,8.83,10.0,12,19.8,3,C
9.34,20.0,9.27,2.0,9.07,10.0,10,12.0,0,C
9.55,20.0,9.74,0.0,8.68,10.0,7,64.0,4,C
9.61,20.0,8.95,4.0,8.73,10.0,4,50.3,4,C
9.66,20.0,8.66,0.0,9.81,10.0,0,67.3,4,C
9.98,20.0,8.67,5.0,9.07,10.0,3,86.8,4,C
9.32,20.0,9.57,4.0,9.15,10.0,11,54.2,4,C
9.88,20.0,8.8,0.0,8.35,10.0,5,33.6,4,C
9.59,20.0,8.65,3.0,9.38,10.0,2,43.1,0,C
9.75,20.0,8.68,0.0,9.3,10.0,15,85.1,4,C
9.59,20.0,8.02,5.0,9.87,10.0,13,5.9,0,C
9.09,20.0,8.34,2.0,8.65,10.0,2,49.6,3,C
9.24,20.0,8.36,0.0,8.52,10.0,4,69.5,0,C
9.99,20.0,8.21,2.0,9.23,10.0,11,70.6,4,C
9.77,20.0,8.55,5.0,9.59,10.0,5,78.4,4,C
9.29,20.0,8.55,3.0,8.08,10.0,13,49.1,3,C
9.33,20.0,8.09,1.0,9.44,10.0,6,12.5,3,C
9.61,20.0,8.63,3.0,8.11,10.0,5,28.8,0,C
9.91,20.0,8.22,1.0,8.75,10.0,3,25.3,0,C
9.86,20.0,8.33,1.0,8.15,10.0,14,69.2,4,C
9.55,20.0,9.69,2.0,8.24,10.0,1,31.9,0,C
9.8,20.0,9.34,0.0,9.01,10.0,3,25.2,4,C
9.87,20.0,8.38,2.0,9.3,10.0,14,11.9,4,C
9.62,20.0,9.5,3.0,9.84,10.0,10,56.1,4,C
9.04,20.0,9.88,5.0,8.95,10.0,6,70.7,4,C
9.62,20.0,9.22,5.0,8.22,10.0,5,32.7,4,C
9.19,20.0,9.04,4.0,9.36,10.0,1,73.0,0,C
9.06,20.0,9.17,5.0,8.62,10.0,7,97.6,4,C
9.92,20.0,8.49,2.0,8.9,10.0,4,23.0,4,C
9.58,20.0,9.49,5.0,9.63,10.0,6,33.6,4,C
9.03,20.0,9.91,0.0,8.25,10.0,10,90.4,4,C
9.4,20.0,9.34,1.0,8.88,10.0,4,21.8,0,C
9.26,20.0,9.44,4.0,9.5,10.0,6,79.9,4,C
9.22,20.0,9.71,1.0,9.51,10.0,11,84.5,4,C
9.2,20.0,9.79,2.0,9.6,10.0,0,54.2,0,C
9.06,20.0,9.91,5.0,9.37,10.0,9,76.0,4,C
9.43,20.0,8.87,1.0,9.6,10.0,9,10.7,0,C
9.19,20.0,8.15,0.0,8.87,10.0,8,93.1,4,C
9.75,20.0,9.94,5.0,9.24,10.0,5,59.4,4,C
9.34,20.0,8.07,3.0,8.88,10.0,2,18.8,3,C
9.98,20.0,8.45,4.0,8.79,10.0,8,85.5,4,C
9.88,20.0,9.68,4.0,8.57,10.0,10,92.1,4,C
9.06,20.0,9.64,3.0,9.83,10.0,3,53.9,4,C
9.32,20.0,9.5,2.0,9.85,10.0,13,37.3,4,C
9.43,20.0,9.27,0.0,9.14,10.0,7,21.1,4,C
9.45,20.0,9.23,5.0,9.3,10.0,10,51.7,4,C
9.31,20.0,8.37,4.0,9.59,10.0,0,55.7,3,C
9.29,20.0,9.53,3.0,8.6,10.0,15,53.6,4,C
9.8,20.0,9.69,2.0,8.72,10.0,14,18.1,4,C
9.3,20.0,8.01,1.0,9.73,10.0,12,33.3,3,C
9.54,20.0,9.08,3.0,8.88,10.0,2,24.3,3,C
9.83,20.0,8.86,0.0,8.82,10.0,14,68.6,4,C
9.89,20.0,8.99,0.0,9.06,10.0,9,26.1,4,C
9.61,20.0,8.42,0.0,8.75,10.0,5,42.2,4,C
9.16,20.0,8.77,4.0,9.43,10.0,5,38.3,0,C
9.7,20.0,8.85,1.0,9.31,10.0,15,57.1,4,C
9.77,20.0,9.51,5.0,9.3,10.0,9,75.9,4,C
9.02,20.0,8.96,4.0,8.16,10.0,4,40.0,3,C
9.11,20.0,9.01,1.0,8.83,10.0,6,27.6,3,C
9.06,20.0,9.75,2.0,8.19,10.0,6,21.4,3,C
9.28,20.0,9.05,4.0,9.01,10.0,6,61.4,4,C
9.54,20.0,8.84,5.0,9.89,10.0,12,48.5,4,C
9.73,20.0,9.73,4.0,8.66,10.0,8,45.1,4,C
9.84,20.0,9.64,0.0,9.2,10.0,0,30.8,4,C
9.98,20.0,8.49,3.0,8.09,10.0,11,42.2,4,C
9.94,20.0,9.91,1.0,8.21,10.0,0,61.6,4,C
9.18,20.0,9.0,1.0,8.8,10.0,6,9.8,3,C
9.6,20.0,8.41,0.0,8.38,10.0,9,76.0,4,C
9.85,20.0,8.09,3.0,9.13,10.0,2,94.0,4,C
9.61,20.0,9.71,1.0,9.72,10.0,14,32.0,4,C
9.85,20.0,8.97,3.0,9.84,10.0,1,37.5,4,C
9.46,20.0,8.18,4.0,9.14,10.0,7,29.1,0,C
9.79,20.0,9.65,2.0,9.27,10.0,6,73.6,4,C
9.68,20.0,9.7,2.0,9.81,10.0,14,72.0,4,C
9.17,20.0,9.8,1.0,9.44,10.0,4,64.7,4,C
9.28,20.0,9.59,3.0,8.89,10.0,1,81.8,4,C
9.73,20.0,9.4,2.0,9.55,10.0,2,49.6,4,C
9.01,20.0,8.91,2.0,9.8,10.0,3,51.3,3,C
9.24,20.0,9.68,5.0,9.98,10.0,5,23.2,4,C
9.7,20.0,9.34,1.0,8.82,10.0,12,15.7,4,C
9.2,20.0,8.7,1.0,8.48,10.0,6,54.4,0,C
9.81,20.0,9.48,3.0,9.83,10.0,14,49.0,4,C
9.29,20.0,9.77,2.0,8.1,10.0,14,20.7,0,C
9.2,20.0,9.64,3.0,8.24,10.0,15,52.6,4,C
9.5,20.0,9.17,4.0,8.38,10.0,11,79.1,4,C
9.28,20.0,8.26,5.0,9.72,10.0,5,32.5,0,C
9.16,20.0,8.04,1.0,8.88,10.0,14,72.1,0,C
9.77,20.0,8.37,1.0,9.82,10.0,2,94.0,4,C
9.85,20.0,9.08,5.0,8.83,10.0,4,29.1,4,C
9.15,20.0,9.46,5.0,8.98,10.0,8,47.9,4,C
9.16,20.0,9.35,2.0,9.9,10.0,12,21.5,0,C
9.14,20.0,8.68,0.0,9.4,10.0,15,44.5,0,C
9.79,20.0,9.97,0.0,9.83,10.0,12,76.4,4,C
9.3,20.0,8.55,4.0,8.16,10.0,2,61.2,3,C
9.48,20.0,9.23,3.0,9.02,10.0,6,16.0,0,C
9.22,20.0,9.53,0.0,8.37,10.0,2,32.7,3,C
9.68,20.0,8.41,1.0,8.84,10.0,11,54.1,4,C
9.54,20.0,8.7,0.0,8.45,10.0,0,21.7,3,C
9.94,20.0,9.5,1.0,8.52,10.0,13,97.8,4,C
9.86,20.0,9.84,1.0,8.81,10.0,3,46.8,4,C
9.46,20.0,9.0,1.0,9.36,10.0,2,48.3,0,C
9.59,20.0,9.24,5.0,9.97,10.0,3,15.5,4,C
9.29,20.0,9.08,4.0,9.97,10.0,7,77.7,4,C
9.7,20.0,8.0,0.0,9.06,10.0,2,66.2,4,C
9.66,20.0,9.18,5.0,8.94,10.0,14,97.2,4,C
9.57,20.0,9.76,5.0,8.66,10.0,1,27.1,0,C
9.72,20.0,8.17,3.0,9.82,10.0,10,96.4,4,C
9.42,20.0,9.62,5.0,9.67,10.0,9,82.1,4,C
9.13,20.0,9.45,2.0,9.89,10.0,12,56.8,4,C
9.23,20.0,9.51,1.0,9.29,10.0,1,66.4,0,C
9.31,20.0,9.51,1.0,9.74,10.0,5,12.7,4,C
9.71,20.0,8.87,3.0,8.5,10.0,13,99.8,4,C
9.77,20.0,9.57,5.0,9.45,10.0,11,18.9,4,C
9.12,20.0,9.31,4.0,8.85,10.0,11,10.4,3,C
9.82,20.0,8.95,5.0,8.33,10.0,8,12.2,4,C
9.69,20.0,9.64,2.0,9.83,10.0,3,16.8,4,C
9.82,20.0,9.45,1.0,9.15,10.0,8,81.0,4,C
9.37,20.0,9.22,5.0,9.0,10.0,13,36.0,4,C
9.75,20.0,9.23,1.0,8.1,10.0,15,94.2,4,C
9.82,20.0,9.26,4.0,8.57,10.0,11,30.8,4,C
9.35,20.0,9.95,4.0,8.17,10.0,4,82.8,4,C
9.33,20.0,9.94,4.0,8.78,10.0,14,77.8,4,C
9.72,20.0,8.53,1.0,8.15,10.0,10,39.3,4,C
9.5,20.0,9.87,0.0,9.46,10.0,12,51.3,4,C
9.2,20.0,8.04,2.0,8.67,10.0,8,51.2,3,C
9.55,20.0,9.53,1.0,9.99,10.0,9,80.6,4,C
9.48,20.0,8.01,2.0,9.88,10.0,4,92.9,4,C
9.99,20.0,9.39,0.0,8.46,10.0,12,96.9,4,C
9.3,20.0,9.56,5.0,8.85,10.0,6,96.1,4,C
9.39,20.0,8.56,1.0,9.35,10.0,4,63.5,4,C
9.8,20.0,9.05,0.0,9.81,10.0,1,58.3,4,C
9.17,20.0,9.1,3.0,9.83,10.0,7,35.1,0,C
9.5,20.0,9.14,4.0,8.4,10.0,9,35.7,4,C
9.87,20.0,9.08,2.0,8.64,10.0,15,67.4,4,C
9.56,20.0,9.57,1.0,9.97,10.0,2,53.8,4,C
9.64,20.0,9.24,5.0,9.1,10.0,7,18.1,4,C
9.65,20.0,8.23,0.0,9.16,10.0,7,99.0,4,C
9.92,20.0,8.51,2.0,9.07,10.0,12,5.1,4,C
9.11,20.0,9.34,4.0,9.37,10.0,8,88.4,4,C
9.55,20.0,9.26,4.0,8.38,10.0,3,20.2,3,C
9.9,20.0,9.18,2.0,9.16,10.0,7,17.4,4,C
9.24,20.0,9.66,3.0,8.03,10.0,2,21.2,3,C
9.55,20.0,9.95,1.0,8.03,10.0,9,21.7,4,C
9.85,20.0,9.87,1.0,8.15,10.0,10,20.4,4,C
9.14,20.0,8.89,5.0,9.31,10.0,7,98.0,4,C
9.75,20.0,9.07,5.0,9.36,10.0,1,77.2,4,C
9.91,20.0,9.75,5.0,8.77,10.0,9,12.1,4,C
9.04,20.0,9.38,1.0,8.91,10.0,12,65.5,4,C
9.4,20.0,9.01,4.0,9.96,10.0,2,5.7,3,C
9.69,20.0,8.35,2.0,9.02,10.0,9,73.5,4,C
9.41,20.0,8.31,3.0,8.8,10.0,7,66.5,4,C
9.26,20.0,8.18,1.0,8.25,10.0,6,45.0,3,C
9.53,20.0,8.34,0.0,8.18,10.0,10,77.5,4,C
9.04,20.0,8.26,1.0,8.84,10.0,0,82.7,3,C
9.06,20.0,8.74,4.0,8.78,10.0,0,42.4,3,C
9.4,20.0,8.77,1.0,9.6,10.0,11,13.2,0,C
9.1,20.0,9.85,0.0,8.88,10.0,7,33.6,0,C
9.79,20.0,9.61,4.0,9.58,10.0,8,81.9,4,C
9.69,20.0,8.27,5.0,9.56,10.0,12,53.8,4,C
9.14,20.0,9.32,3.0,8.79,10.0,5,96.2,4,C
9.76,20.0,8.18,1.0,9.62,10.0,5,45.0,4,C
9.27,20.0,9.04,0.0,8.22,10.0,1,20.4,3,C
9.43,20.0,8.48,1.0,9.04,10.0,12,61.2,4,C
9.19,20.0,8.32,0.0,9.85,10.0,6,13.2,3,C
9.63,20.0,8.51,3.0,8.52,10.0,0,22.7,3,C
9.17,20.0,8.86,4.0,9.77,10.0,6,50.0,4,C
9.53,20.0,9.76,5.0,9.39,10.0,9,35.5,4,C
9.7,20.0,8.72,4.0,8.21,10.0,2,89.0,4,C
9.48,20.0,9.34,2.0,8.53,10.0,2,75.2,4,C
9.67,20.0,8.77,5.0,9.87,10.0,4,66.6,4,C
9.82,20.0,8.69,1.0,8.45,10.0,12,62.7,4,C
9.92,20.0,9.87,5.0,8.05,10.0,2,30.2,4,C
9.79,20.0,8.05,2.0,9.56,10.0,14,50.1,4,C
9.89,20.0,8.48,2.0,8.22,10.0,9,15.8,4,C
9.52,20.0,9.78,4.0,8.44,10.0,2,5.9,3,C
9.37,20.0,8.04,3.0,8.53,10.0,1,37.6,3,C
9.92,20.0,9.63,2.0,8.49,10.0,10,68.1,4,C
9.6,20.0,9.59,3.0,8.64,10.0,3,88.7,4,C
9.99,20.0,9.08,4.0,8.47,10.0,9,59.9,4,C
9.1,20.0,9.69,4.0,9.52,10.0,0,10.3,3,C
9.3,20.0,9.73,0.0,9.11,10.0,2,28.6,0,C
9.63,20.0,8.94,2.0,8.73,10.0,11,91.8,4,C
9.54,20.0,8.07,4.0,8.2,10.0,13,16.8,3,C
9.98,20.0,8.14,1.0,9.25,10.0,1,70.0,4,C
9.07,20.0,9.1,1.0,8.16,10.0,13,91.5,4,C
9.23,20.0,9.36,3.0,8.95,10.0,10,23.1,0,C
9.15,20.0,8.57,5.0,9.32,10.0,7,7.2,3,C
9.55,20.0,8.99,2.0,8.78,10.0,0,13.6,3,C
9.01,20.0,8.15,2.0,8.62,10.0,1,42.5,3,C
9.05,20.0,8.45,3.0,9.82,10.0,4,87.1,4,C
9.26,20.0,8.76,4.0,8.42,10.0,14,5.6,3,C
9.77,20.0,9.95,5.0,9.61,10.0,3,26.2,4,C
9.2,20.0,9.8,3.0,9.03,10.0,3,11.8,3,C
9.54,20.0,8.85,3.0,9.17,10.0,5,81.7,4,C
9.68,20.0,8.22,1.0,9.97,10.0,9,24.0,4,C
9.36,20.0,8.81,2.0,8.9,10.0,7,52.1,4,C
9.5,20.0,9.28,5.0,8.17,10.0,8,8.7,3,C
9.68,20.0,9.55,2.0,9.66,10.0,9,32.3,4,C
9.21,20.0,9.77,2.0,8.38,10.0,6,74.3,4,C
9.35,20.0,8.48,1.0,8.74,10.0,11,20.1,3,C
9.81,20.0,8.07,4.0,8.11,10.0,8,10.2,3,C
9.42,20.0,8.81,4.0,9.04,10.0,12,97.8,4,C
9.59,20.0,9.6,1.0,9.7,10.0,9,55.2,4,C
9.18,20.0,9.18,4.0,9.92,10.0,8,73.8,4,C
9.52,20.0,8.61,4.0,9.2,10.0,8,6.4,3,C
9.11,20.0,8.38,4.0,8.19,10.0,6,28.7,3,C
9.66,20.0,9.92,5.0,9.14,10.0,3,47.0,4,C
9.13,20.0,9.09,3.0,9.34,10.0,1,69.4,0,C
9.8,20.0,9.92,2.0,9.16,10.0,9,84.4,4,C
9.66,20.0,9.49,0.0,9.37,10.0,15,6.6,4,C
9.37,20.0,9.15,0.0,8.98,10.0,11,45.9,4,C
9.31,20.0,8.7,4.0,8.5,10.0,3,49.6,3,C
9.39,20.0,9.0,4.0,9.57,10.0,6,27.8,4,C
9.84,20.0,9.37,0.0,8.13,10.0,15,39.7,4,C
9.06,20.0,8.61,4.0,8.27,10.0,7,92.4,0,C
9.16,20.0,9.49,5.0,8.74,10.0,9,63.9,4,C
9.49,20.0,8.42,4.0,8.97,10.0,3,34.9,3,C
9.98,20.0,9.01,1.0,9.67,10.0,1,85.0,4,C
9.04,20.0,9.0,2.0,9.3,10.0,4,83.2,4,C
9.18,20.0,9.11,2.0,8.29,10.0,14,47.3,0,C
9.41,20.0,8.03,4.0,8.4,10.0,5,41.7,3,C
9.81,20.0,8.21,4.0,9.82,10.0,10,59.4,4,C
9.34,20.0,8.52,3.0,8.4,10.0,2,13.8,3,C
9.48,20.0,8.19,2.0,9.22,10.0,2,79.6,4,C
9.28,20.0,8.36,3.0,8.1,10.0,10,61.4,0,C
9.69,20.0,8.02,2.0,8.62,10.0,11,69.4,4,C
9.07,20.0,9.66,5.0,9.86,10.0,14,73.5,4,C
9.47,20.0,9.53,2.0,9.5,10.0,0,76.4,4,C
9.9,20.0,8.4,5.0,8.83,10.0,3,7.3,0,C
9.07,20.0,8.45,4.0,9.26,10.0,3,60.8,3,C
9.11,20.0,8.58,0.0,8.53,10.0,9,25.3,3,C
9.57,20.0,9.38,0.0,8.03,10.0,0,81.6,4,C
9.17,20.0,8.12,4.0,8.76,10.0,0,54.9,3,C
9.85,20.0,9.56,1.0,8.69,10.0,10,38.1,4,C
9.71,20.0,9.53,1.0,8.84,10.0,1,19.5,0,C
9.35,20.0,9.87,5.0,8.43,10.0,13,25.4,4,C
9.33,20.0,8.96,2.0,8.92,10.0,0,25.5,3,C
9.8,20.0,9.2,5.0,9.59,10.0,0,71.3,4,C
9.25,20.0,8.24,2.0,8.26,10.0,11,85.5,0,C
9.11,20.0,9.88,5.0,9.88,10.0,11,10.8,0,C
9.49,20.0,8.12,0.0,8.46,10.0,11,23.3,3,C
9.56,20.0,8.99,5.0,9.04,10.0,0,12.0,3,C
9.9,20.0,9.51,5.0,9.34,10.0,0,23.4,4,C
9.02,20.0,9.69,3.0,9.18,10.0,0,30.2,3,C
9.85,20.0,9.4,3.0,9.44,10.0,10,74.6,4,C
9.48,20.0,8.35,1.0,8.5,10.0,1,54.1,3,C
9.04,20.0,9.5,4.0,8.1,10.0,7,8.5,3,C
9.41,20.0,8.96,3.0,8.32,10.0,2,31.2,3,C
9.47,20.0,8.85,3.0,9.06,10.0,6,95.8,4,C
9.63,20.0,9.98,5.0,9.95,10.0,4,31.7,4,C
9.33,20.0,9.85,5.0,9.83,10.0,1,27.9,0,C
9.32,20.0,9.08,0.0,8.38,10.0,2,58.9,3,C
9.2,20.0,8.72,3.0,8.52,10.0,0,12.1,3,C
9.8,20.0,9.68,3.0,8.95,10.0,0,39.1,4,C
9.23,20.0,8.62,4.0,9.9,10.0,15,44.3,0,C
9.08,20.0,8.24,0.0,8.94,10.0,15,87.3,0,C
9.63,20.0,9.41,3.0,9.81,10.0,12,10.4,4,C
9.61,20.0,8.56,2.0,8.75,10.0,9,9.7,0,C
9.02,20.0,8.89,5.0,9.46,10.0,7,25.7,3,C
9.07,20.0,9.87,0.0,8.57,10.0,13,69.7,4,C
9.85,20.0,8.1,1.0,8.63,10.0,11,11.2,0,C
9.73,20.0,9.74,3.0,9.43,10.0,12,15.7,4,C
9.81,20.0,8.26,4.0,8.89,10.0,14,80.2,4,C
9.65,20.0,8.88,2.0,9.31,10.0,11,22.4,4,C
9.71,20.0,8.72,4.0,9.99,10.0,0,80.1,4,C
9.85,20.0,9.97,4.0,9.55,10.0,13,40.9,4,C
9.96,20.0,9.12,2.0,8.7,10.0,3,46.8,4,C
9.53,20.0,8.47,1.0,8.54,10.0,0,54.0,3,C
9.24,20.0,8.62,2.0,8.41,10.0,0,51.8,3,C
9.89,20.0,8.89,1.0,9.68,10.0,10,93.4,4,C
9.26,20.0,8.76,3.0,9.03,10.0,3,37.5,3,C
9.89,20.0,9.29,0.0,8.7,10.0,1,72.8,4,C
9.53,20.0,9.99,4.0,8.14,10.0,5,13.1,4,C
9.3,20.0,8.89,3.0,9.58,10.0,10,69.8,4,C
9.89,20.0,9.92,3.0,8.41,10.0,8,86.7,4,C
9.27,20.0,9.85,0.0,8.72,10.0,11,36.9,4,C
9.72,20.0,8.99,2.0,8.76,10.0,5,65.5,4,C
9.53,20.0,9.16,4.0,9.81,10.0,11,86.6,4,C
9.49,20.0,9.37,5.0,9.32,10.0,15,75.2,4,C
9.94,20.0,9.69,0.0,9.33,10.0,8,72.1,4,C
9.17,20.0,9.38,0.0,9.8,10.0,12,93.1,4,C
9.93,20.0,8.89,0.0,8.4,10.0,9,88.9,4,C
9.99,20.0,9.03,3.0,9.21,10.0,0,39.9,4,C
9.66,20.0,9.0,0.0,9.91,10.0,6,34.6,4,C
9.93,20.0,8.22,1.0,9.68,10.0,4,20.4,4,C
9.9,20.0,8.86,1.0,8.02,10.0,11,41.1,4,C
9.95,20.0,9.27,2.0,8.98,10.0,11,97.9,4,C
9.14,20.0,8.72,5.0,8.58,10.0,0,21.0,3,C
9.53,20.0,9.08,0.0,8.46,10.0,10,53.0,4,C
9.87,20.0,9.61,5.0,8.09,10.0,15,46.8,4,C
9.74,20.0,8.14,2.0,8.99,10.0,10,52.8,4,C
9.68,20.0,8.84,5.0,9.4,10.0,4,15.4,4,C
9.92,20.0,9.59,4.0,8.56,10.0,10,9.2,4,C
9.88,20.0,9.96,2.0,9.76,10.0,10,39.0,4,C
9.67,20.0,9.07,1.0,8.18,10.0,1,32.4,3,C
9.44,20.0,8.96,1.0,8.55,10.0,1,84.8,4,C
9.8,20.0,9.04,3.0,9.63,10.0,10,97.0,4,C
9.14,20.0,8.48,1.0,8.7,10.0,13,38.6,3,C
9.78,20.0,9.99,2.0,8.23,10.0,10,90.0,4,C
9.58,20.0,8.07,4.0,9.36,10.0,3,76.8,4,C
9.62,20.0,9.82,5.0,8.05,10.0,15,81.5,4,C
9.53,20.0,9.02,0.0,8.8,10.0,3,16.1,3,C
9.98,20.0,9.29,2.0,9.12,10.0,0,63.8,4,C
9.69,20.0,8.05,3.0,8.97,10.0,9,98.7,4,C
9.19,20.0,8.49,0.0,8.56,10.0,10,35.2,3,C
9.53,20.0,8.02,2.0,9.13,10.0,6,82.5,4,C
9.23,20.0,9.38,5.0,9.66,10.0,14,15.2,0,C
9.3,20.0,8.18,2.0,8.13,10.0,5,99.8,4,C
9.9,20.0,9.27,3.0,8.27,10.0,1,14.5,0,C
9.17,20.0,9.23,3.0,9.2,10.0,14,79.0,4,C
9.55,20.0,9.65,1.0,9.81,10.0,4,11.0,4,C
9.37,20.0,8.31,2.0,8.3,10.0,8,62.2,0,C
9.58,20.0,9.7,4.0,8.6,10.0,14,33.5,4,C
9.24,20.0,9.22,2.0,9.53,10.0,5,69.7,4,C
9.64,20.0,8.77,2.0,8.59,10.0,8,15.9,0,C
9.23,20.0,9.37,2.0,8.08,10.0,12,94.0,4,C
9.56,20.0,9.51,3.0,8.51,10.0,13,39.7,4,C
9.51,20.0,8.43,2.0,8.96,10.0,11,69.0,4,C
9.25,20.0,9.47,1.0,9.99,10.0,6,24.8,4,C
9.62,20.0,9.54,4.0,8.56,10.0,12,27.8,4,C
9.91,20.0,9.58,3.0,8.03,10.0,2,72.6,4,C
9.67,20.0,9.69,2.0,9.34,10.0,2,67.7,4,C
9.16,20.0,8.3,2.0,8.94,10.0,14,74.4,0,C
9.73,20.0,8.81,3.0,9.94,10.0,4,63.7,4,C
9.85,20.0,9.8,2.0,9.53,10.0,2,97.3,4,C
9.82,20.0,8.83,1.0,8.29,10.0,10,54.7,4,C
9.73,20.0,9.22,3.0,9.58,10.0,14,20.9,4,C
9.98,20.0,9.13,5.0,8.34,10.0,9,62.8,4,C
9.58,20.0,8.46,1.0,9.6,10.0,5,53.1,4,C
9.19,20.0,8.86,4.0,9.24,10.0,14,28.8,3,C
9.37,20.0,8.29,3.0,9.13,10.0,4,11.8,3,C
9.38,20.0,9.41,0.0,8.95,10.0,11,6.2,0,C
9.92,20.0,9.83,0.0,9.73,10.0,8,87.0,4,C
9.71,20.0,8.04,5.0,8.92,10.0,5,27.5,0,C
9.2,20.0,9.61,3.0,8.56,10.0,11,33.0,0,C
9.41,20.0,9.03,3.0,9.57,10.0,15,17.1,0,C
9.86,20.0,9.93,5.0,8.22,10.0,13,27.8,4,C
9.51,20.0,9.02,5.0,9.27,10.0,1,26.5,3,C
9.49,20.0,9.12,2.0,9.04,10.0,10,73.2,4,C
9.25,20.0,8.6,3.0,8.82,10.0,1,31.4,3,C
9.72,20.0,9.62,3.0,8.71,10.0,1,9.1,0,C
9.75,20.0,8.05,3.0,9.97,10.0,3,21.9,0,C
9.77,20.0,8.08,1.0,9.58,10.0,0,34.7,3,C
9.6,20.0,9.48,4.0,9.33,10.0,6,71.5,4,C
9.23,20.0,9.83,2.0,8.5,10.0,4,85.1,4,C
9.72,20.0,9.33,0.0,9.54,10.0,9,26.2,4,C
9.17,20.0,8.24,3.0,9.39,10.0,6,49.8,0,C
9.9,20.0,8.55,3.0,9.7,10.0,14,58.1,4,C
9.56,20.0,9.64,4.0,9.82,10.0,12,14.6,4,C
9.34,20.0,8.81,3.0,9.04,10.0,1,8.8,3,C
9.75,20.0,9.54,2.0,8.45,10.0,10,39.3,4,C
10.0,20.0,9.33,2.0,8.43,10.0,3,77.7,4,C
9.29,20.0,9.75,4.0,9.45,10.0,7,24.0,4,C
9.83,20.0,9.99,0.0,9.11,10.0,0,99.5,4,C
9.47,20.0,8.32,4.0,8.31,10.0,4,8.5,3,C
9.61,20.0,9.15,0.0,9.06,10.0,0,61.6,4,C
9.51,20.0,8.74,2.0,9.46,10.0,14,99.0,4,C
9.01,20.0,9.93,4.0,8.62,10.0,10,14.5,3,C
9.54,20.0,8.37,5.0,9.85,10.0,15,33.8,4,C
9.6,20.0,9.99,3.0,8.45,10.0,11,58.7,4,C
9.12,20.0,9.81,1.0,8.79,10.0,1,63.9,0,C
9.12,20.0,9.73,3.0,8.21,10.0,7,63.8,4,C
9.33,20.0,9.56,3.0,9.81,10.0,7,75.3,4,C
9.86,20.0,8.02,3.0,9.33,10.0,15,83.1,4,C
9.07,20.0,9.69,0.0,8.85,10.0,13,85.7,4,C
9.51,20.0,9.7,0.0,8.46,10.0,2,84.0,4,C
9.56,20.0,9.9,2.0,9.23,10.0,10,73.5,4,C
9.93,20.0,9.19,1.0,9.68,10.0,3,65.7,4,C
9.81,20.0,8.37,3.0,8.59,10.0,0,63.9,0,C
9.01,20.0,9.84,2.0,9.28,10.0,7,48.6,4,C
9.75,20.0,8.23,0.0,9.53,10.0,0,58.3,0,C
